"inst_name,C,254",lat,lon,geoid,tractid,state,county
"CORNOVUS PHARMACEUTICALS, INC.",41.322584,-72.919231,1400000US09170141800,09170141800,CT,South Central Connecticut Planning Region
"THETIS PHARMACEUTICALS, LLC",41.13811,-73.285901,1400000US09120060600,09120060600,CT,Greater Bridgeport Planning Region
AG BELL ASSN FOR DEAF & HARD OF HEARING,38.909867,-77.068809,1400000US11001000202,11001000202,DC,District of Columbia
"Q-CHEM, INC.",37.697782,-121.908161,1400000US06001450603,06001450603,CA,Alameda County
"QUERCUS MOLECULAR DESIGN, LLC",39.748536,-75.54767,1400000US10003002800,10003002800,DE,New Castle County
SMITHSONIAN INSTITUTION,38.855672,-77.048663,1400000US51013103404,51013103404,VA,Arlington County
INVENIO IMAGING INC.,37.478721,-122.140531,1400000US06081611800,06081611800,CA,San Mateo County
"NEW ENGLAND RESEARCH INSTITUTES, INC.",42.366104,-71.206736,1400000US25017370104,25017370104,MA,Middlesex County
PALO ALTO UNIVERSITY,37.382203,-122.187409,1400000US06085511707,06085511707,CA,Santa Clara County
"CARI HEALTH, INC.",32.925384,-117.21654,1400000US06073008374,06073008374,CA,San Diego County
CALIFORNIA STATE UNIVERSITY BAKERSFIELD AUXILIARY FOR SPONSORED PROGRAMS ADMINISTRATION,35.354257,-119.107587,1400000US06029002806,06029002806,CA,Kern County
UNIVERSITY OF NEW HAVEN,41.291139,-72.961159,1400000US09170361500,09170361500,CT,South Central Connecticut Planning Region
"OMVAX, INC.",37.766979,-122.393666,1400000US06075060701,06075060701,CA,San Francisco County
"FERROLOGIX, INC.",34.049225,-118.468858,1400000US06037264305,06037264305,CA,Los Angeles County
"TECHIMMUNE, LLC",33.60985,-117.875052,1400000US06059063008,06059063008,CA,Orange County
"ISCA TECHNOLOGIES, INC.",34.011199,-117.338697,1400000US06065042300,06065042300,CA,Riverside County
RADY PEDIATRIC GENOMICS & SYSTEMS MEDICINE INSTITUTE,32.79849,-117.152153,1400000US06073008702,06073008702,CA,San Diego County
"MIRESOURCE, INC.",37.410804,-122.260217,1400000US06081613400,06081613400,CA,San Mateo County
POSIT SCIENCE CORPORATION,37.787511,-122.404703,1400000US06075011700,06075011700,CA,San Francisco County
LOMA LINDA VETERANS ASSN RESEARCH & EDUC,34.052198,-117.192414,1400000US06071008100,06071008100,CA,San Bernardino County
"SIOLTA THERAPEUTICS, INC.",37.758786,-122.390958,1400000US06075022600,06075022600,CA,San Francisco County
TOURO UNIVERSITY OF CALIFORNIA,38.102623,-122.275686,1400000US06095250801,06095250801,CA,Solano County
HANDL HEALTH LLC,33.879012,-118.053865,1400000US06037554512,06037554512,CA,Los Angeles County
COASTAL MARINE BIOLABS,34.240579,-119.264111,1400000US06111002500,06111002500,CA,Ventura County
HELLO ROBOT INC,38.016938,-122.134969,1400000US06013316000,06013316000,CA,Contra Costa County
"COHERE-MED, INC.",37.582468,-122.368118,1400000US06081605300,06081605300,CA,San Mateo County
"ELLISON INSTITUTE, LLC",34.030644,-118.456215,1400000US06037267600,06037267600,CA,Los Angeles County
UNIVERSITY OF GEORGIA,33.931173,-83.378873,1400000US13059000401,13059000401,GA,Clarke County
UNIVERSITY OF FLORIDA,29.643443,-82.349637,1400000US12001000902,12001000902,FL,Alachua County
EMORY UNIVERSITY,33.791247,-84.3249,1400000US13089022404,13089022404,GA,DeKalb County
NORTHWESTERN UNIVERSITY AT CHICAGO,42.050479,-87.680046,1400000US17031808702,17031808702,IL,Cook County
PURDUE UNIVERSITY,40.41872,-86.910361,1400000US18157005500,18157005500,IN,Tippecanoe County
UNIVERSITY OF CHICAGO,41.789554,-87.601172,1400000US17031836200,17031836200,IL,Cook County
UNIVERSITY OF IOWA,41.664405,-91.542152,1400000US19103002300,19103002300,IA,Johnson County
NORTHWESTERN UNIVERSITY,42.050479,-87.680046,1400000US17031808702,17031808702,IL,Cook County
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,25.713468,-80.277246,1400000US12086007503,12086007503,FL,Miami-Dade County
AUGUSTA UNIVERSITY,33.470962,-81.991405,1400000US13245011000,13245011000,GA,Richmond County
UNIVERSITY OF HAWAII AT MANOA,21.299198,-157.820371,1400000US15003002701,15003002701,HI,Honolulu County
TRUSTEES OF INDIANA UNIVERSITY,39.172055,-86.523157,1400000US18105001600,18105001600,IN,Monroe County
FLORIDA ATLANTIC UNIVERSITY,26.376257,-80.114172,1400000US12099007100,12099007100,FL,Palm Beach County
NATIONAL OPINION RESEARCH CENTER,41.785875,-87.597545,1400000US17031420300,17031420300,IL,Cook County
NORTHSIDE HOSPITAL ATLANTA,33.90934,-84.353981,1400000US13121010115,13121010115,GA,Fulton County
INDIANA UNIVERSITY INDIANAPOLIS,39.779213,-86.175288,1400000US18097391001,18097391001,IN,Marion County
UNIVERSITY OF ILLINOIS AT CHICAGO,41.871509,-87.667721,1400000US17031838200,17031838200,IL,Cook County
"LECTENZ BIO, INC.",33.927538,-83.36872,1400000US13059150400,13059150400,GA,Clarke County
RUSH UNIVERSITY MEDICAL CENTER,41.87506,-87.668327,1400000US17031838100,17031838100,IL,Cook County
IOWA STATE UNIVERSITY,42.022225,-93.639475,1400000US19169001101,19169001101,IA,Story County
"EXVADE BIOSCIENCE, INC.",33.764232,-84.395287,1400000US13121002100,13121002100,GA,Fulton County
H. LEE MOFFITT CANCER CTR & RES INST,28.062583,-82.419596,1400000US12057010900,12057010900,FL,Hillsborough County
PALMER COLLEGE OF CHIROPRACTIC,41.529376,-90.574829,1400000US19163010600,19163010600,IA,Scott County
UNIVERSITY OF NOTRE DAME,41.693901,-86.239284,1400000US18141011203,18141011203,IN,St. Joseph County
ILLINOIS INSTITUTE OF TECHNOLOGY,41.831064,-87.629049,1400000US17031842000,17031842000,IL,Cook County
"HEALTH CHOICE NETWORK, INC.",25.784838,-80.341865,1400000US12086009010,12086009010,FL,Miami-Dade County
URBAN HEALTH PARTNERSHIPS,25.758156,-80.199322,1400000US12086006715,12086006715,FL,Miami-Dade County
WAIANAE COAST COMPREHENSIVE HEALTH CTR,21.440282,-158.186378,1400000US15003009705,15003009705,HI,Honolulu County
NORTHERN ILLINOIS UNIVERSITY,41.929327,-88.750764,1400000US17037001300,17037001300,IL,DeKalb County
UNIVERSITY OF MIAMI CORAL GABLES,25.713468,-80.277246,1400000US12086007503,12086007503,FL,Miami-Dade County
FLORIDA STATE UNIVERSITY,30.441455,-84.297889,1400000US12073001300,12073001300,FL,Leon County
KENNESAW STATE UNIVERSITY,34.034315,-84.574275,1400000US13067030247,13067030247,GA,Cobb County
UNIVERSITY OF SOUTH FLORIDA,28.074039,-82.395963,1400000US12057010900,12057010900,FL,Hillsborough County
NOVA SOUTHEASTERN UNIVERSITY,26.07761,-80.242565,1400000US12011070204,12011070204,FL,Broward County
TRITONX INC.,41.972724,-87.672394,1400000US17031031000,17031031000,IL,Cook County
"MAPHABIT, INC.",33.787792,-84.28825,1400000US13089022203,13089022203,GA,DeKalb County
LOYOLA UNIVERSITY CHICAGO,41.865155,-87.833381,1400000US17031816100,17031816100,IL,Cook County
UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,40.116857,-88.228755,1400000US17019005300,17019005300,IL,Champaign County
ASIAN HEALTH COALITION OF ILLINOIS,41.883298,-87.63335,1400000US17031839100,17031839100,IL,Cook County
MEDITRACE LLC,29.652691,-82.492243,1400000US12001002202,12001002202,FL,Alachua County
FLORIDA INTERNATIONAL UNIVERSITY,25.761055,-80.376195,1400000US12086008904,12086008904,FL,Miami-Dade County
NYTRICX INC.,33.930426,-83.366033,1400000US13059150400,13059150400,GA,Clarke County
"KASA BIO, L.L.C.",34.033014,-84.289722,1400000US13121011428,13121011428,GA,Fulton County
GEORGIA INSTITUTE OF TECHNOLOGY,33.781897,-84.404009,1400000US13121000601,13121000601,GA,Fulton County
ALLIANCE NCTN FOUNDATION,41.879725,-87.636406,1400000US17031839100,17031839100,IL,Cook County
UNIVERSITY OF MIAMI ROSENTEIL SCHOOL,25.732238,-80.162969,1400000US12086980400,12086980400,FL,Miami-Dade County
UNIVERSITY OF IDAHO,46.730287,-116.996847,1400000US16057005102,16057005102,ID,Latah County
"CHESTNUT HEALTH SYSTEMS, INC.",40.487215,-89.021661,1400000US17113000302,17113000302,IL,McLean County
UNIVERSITY OF CENTRAL FLORIDA,28.601027,-81.197266,1400000US12095016515,12095016515,FL,Orange County
MAYO CLINIC  JACKSONVILLE,30.264703,-81.444793,1400000US12031014422,12031014422,FL,Duval County
ROSALIND FRANKLIN UNIV OF MEDICINE & SCI,42.302294,-87.861378,1400000US17097863004,17097863004,IL,Lake County
MOREHOUSE SCHOOL OF MEDICINE,33.746607,-84.414781,1400000US13121003800,13121003800,GA,Fulton County
ENDEAVOR HEALTH CLINICAL OPERATIONS,42.064695,-87.689868,1400000US17031808800,17031808800,IL,Cook County
LOYOLA UNIVERSITY OF CHICAGO,41.897385,-87.624242,1400000US17031081201,17031081201,IL,Cook County
GEORGIA STATE UNIVERSITY,33.753531,-84.384483,1400000US13121011901,13121011901,GA,Fulton County
"THYREOS, INC",41.894708,-87.786889,1400000US17031812400,17031812400,IL,Cook County
REHABILITATION INSTITUTE OF CHICAGO D/B/A SHIRLEY RYAN ABILITYLAB,41.895742,-87.618543,1400000US17031081401,17031081401,IL,Cook County
NORTHEASTERN ILLINOIS UNIVERSITY,41.982453,-87.716237,1400000US17031831800,17031831800,IL,Cook County
SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,37.728408,-89.222946,1400000US17077010800,17077010800,IL,Jackson County
FLORIDA AGRICULTURAL AND MECHANICAL UNIV,30.428914,-84.289766,1400000US12073000400,12073000400,FL,Leon County
LURIE CHILDREN'S HOSPITAL OF CHICAGO,41.896663,-87.622919,1400000US17031081401,17031081401,IL,Cook County
ILLINOIS STATE UNIVERSITY,40.51729,-88.999162,1400000US17113000108,17113000108,IL,McLean County
"CARING TECHNOLOGIES, INC.",43.614032,-116.198968,1400000US16001000102,16001000102,ID,Ada County
ADVENTHEALTH ORLANDO,28.573251,-81.369742,1400000US12095012800,12095012800,FL,Orange County
AMPLIFIED SCIENCES INC,40.465442,-86.928554,1400000US18157005101,18157005101,IN,Tippecanoe County
SOUTHERN ILLINOIS UNIVERSITY SCH OF MED,39.809759,-89.657469,1400000US17167000300,17167000300,IL,Sangamon County
"TURNER SCIENTIFIC, LLC",39.718841,-90.241321,1400000US17137952000,17137952000,IL,Morgan County
"NALU SCIENTIFIC, LLC",21.30829,-157.808704,1400000US15003002900,15003002900,HI,Honolulu County
"NOVIS PRODUCTS, LLC",30.241524,-81.519211,1400000US12031014417,12031014417,FL,Duval County
E&E BIOCLUB LLC,39.89219,-86.310384,1400000US18097310113,18097310113,IN,Marion County
"PRENOSIS, INC.",40.091146,-88.239979,1400000US17019001400,17019001400,IL,Champaign County
SERODOPA THERAPEUTICS INC,29.650061,-82.332843,1400000US12001000201,12001000201,FL,Alachua County
"BRITESEED, LLC",41.966275,-87.67474,1400000US17031830800,17031830800,IL,Cook County
RENALIS HEALTH INC.,41.888026,-87.636122,1400000US17031081800,17031081800,IL,Cook County
"ZWICOAT MATERIALS INNOVATIONS, LLC",41.741647,-91.496431,1400000US19103010100,19103010100,IA,Johnson County
"LENA BIOSCIENCES, INC.",33.889115,-84.451319,1400000US13067030356,13067030356,GA,Cobb County
"CITY LABS, INC.",25.472703,-80.474665,1400000US12086011104,12086011104,FL,Miami-Dade County
"DENOVX, LLC",42.019307,-88.20301,1400000US17031804316,17031804316,IL,Cook County
CIRCULATECH LLC,26.015733,-80.427046,1400000US12011110301,12011110301,FL,Broward County
"DEGROME THERAPEUTICS, INC.",39.790713,-86.161554,1400000US18097353300,18097353300,IN,Marion County
"HALIDE BIOLOGICS, INC.",41.65925,-91.55653,1400000US19103000502,19103000502,IA,Johnson County
"RHAEOS, INC.",42.056689,-87.695503,1400000US17031809200,17031809200,IL,Cook County
ENCUE INC.,42.050235,-87.684434,1400000US17031809402,17031809402,IL,Cook County
"CREATIVE BIOTHERAPEUTICS, LLC",42.352143,-87.92232,1400000US17097861509,17097861509,IL,Lake County
"THIRD COAST DYNAMICS, INC.",42.050029,-87.692327,1400000US17031809500,17031809500,IL,Cook County
"VASCULONICS, LLC",39.790713,-86.161554,1400000US18097353300,18097353300,IN,Marion County
ADAPTIVE TESTING TECHNOLOGIES,41.885892,-87.642688,1400000US17031280100,17031280100,IL,Cook County
SOCIALRX INC,33.750768,-84.355071,1400000US13121003100,13121003100,GA,Fulton County
"INLIGHTA BIOSCIENCES, LLC",33.98647,-84.404528,1400000US13067030370,13067030370,GA,Cobb County
"AUTOMATED IMAGING DIAGNOSTICS, LLC",29.622191,-82.444973,1400000US12001002222,12001002222,FL,Alachua County
"NEUROLUX, INC.",40.091146,-88.239979,1400000US17019001400,17019001400,IL,Champaign County
NUAGO THERAPEUTICS INC,41.856214,-87.618635,1400000US17031330101,17031330101,IL,Cook County
HUMAN CELL CO,41.774867,-88.195101,1400000US17043846519,17043846519,IL,DuPage County
"REVOPSIS THERAPEUTICS, INC.",39.779947,-89.731676,1400000US17167003604,17167003604,IL,Sangamon County
"MEDOSOME BIOTEC, LLC",39.131903,-86.509113,1400000US18105001002,18105001002,IN,Monroe County
"VIRTUALLY BETTER, INC.",33.818284,-84.26711,1400000US13089022302,13089022302,GA,DeKalb County
"NEMOURS CHILDREN'S HOSPITAL, ORLANDO",28.5362,-81.374984,1400000US12095010300,12095010300,FL,Orange County
INTERNATIONAL SOCIETY/EXPER HEMATOLOGY,41.888471,-87.627293,1400000US17031081500,17031081500,IL,Cook County
MYOSIN THERAPEUTICS INC.,26.885174,-80.11392,1400000US12099000221,12099000221,FL,Palm Beach County
"OUTLIER TECHNOLOGY, LLC",29.652135,-82.328859,1400000US12001000500,12001000500,FL,Alachua County
IDAHO STATE UNIVERSITY,42.863144,-112.434395,1400000US16005000700,16005000700,ID,Bannock County
"ROSKAMP INSTITUTE, INC.",27.41751,-82.538972,1400000US12081000805,12081000805,FL,Manatee County
"MEANINGFUL MEASUREMENT, INC.",41.706069,-86.201451,1400000US18141011309,18141011309,IN,St. Joseph County
FLORIDA INSTITU /HUMAN/MACHINE COGNITION,30.413046,-87.209968,1400000US12033000801,12033000801,FL,Escambia County
CLARK ATLANTA UNIVERSITY,33.747725,-84.41301,1400000US13121003800,13121003800,GA,Fulton County
"OBJECTIVE ED, INC.",26.648204,-80.28948,1400000US12099007721,12099007721,FL,Palm Beach County
BOISE STATE UNIVERSITY,43.603636,-116.201282,1400000US16001000902,16001000902,ID,Ada County
FLORIDA GULF COAST UNIVERSITY,26.464191,-81.773016,1400000US12071040139,12071040139,FL,Lee County
UNIVERSITY OF WEST FLORIDA,30.549092,-87.215272,1400000US12033003607,12033003607,FL,Escambia County
FLORIDA INSTITUTE OF TECHNOLOGY,28.064694,-80.618823,1400000US12009064902,12009064902,FL,Brevard County
BALL STATE UNIVERSITY,40.197741,-85.409049,1400000US18035000902,18035000902,IN,Delaware County
NEMOURS CHILDREN'S CLINIC,30.312931,-81.663197,1400000US12031000800,12031000800,FL,Duval County
MERCER UNIVERSITY MACON,32.831421,-83.646907,1400000US13021010500,13021010500,GA,Bibb County
"MICROSENSOR LABS, LLC",41.790996,-87.586794,1400000US17031411000,17031411000,IL,Cook County
NORTH CENTRAL COLLEGE,41.774248,-88.143324,1400000US17043846103,17043846103,IL,DuPage County
DIAN FOSSEY GORILLA FUND I,33.739648,-84.371725,1400000US13121005300,13121005300,GA,Fulton County
LAKE FOREST COLLEGE,42.250489,-87.830724,1400000US17097863400,17097863400,IL,Lake County
UNIVERSITY OF NORTH FLORIDA,30.270668,-81.510431,1400000US12031014415,12031014415,FL,Duval County
GEORGIA SOUTHERN UNIVERSITY,32.4597,-81.802421,1400000US13031110301,13031110301,GA,Bulloch County
HOOLA MUSIC AND CULTURAL ARTS,21.310662,-157.80146,1400000US15003003104,15003003104,HI,Honolulu County
NEURODON LLC,41.441858,-87.488585,1400000US18089042608,18089042608,IN,Lake County
"STEMSYNERGY THERAPEUTICS, INC.",25.794577,-80.206744,1400000US12086003100,12086003100,FL,Miami-Dade County
"ECLIPSE ORTHOPAEDICS, LLC",41.200887,-85.874803,1400000US18085962300,18085962300,IN,Kosciusko County
ANXOMICS LLC,34.025688,-84.24031,1400000US13121011443,13121011443,GA,Fulton County
AQUALUNG THERAPEUTICS CORP.,32.288756,-110.931091,1400000US04019004711,04019004711,AZ,Pima County
SAROS THERAPEUTICS INC,42.166475,-87.883448,1400000US17097864802,17097864802,IL,Lake County
ALCORIX,41.627158,-88.14559,1400000US17197880408,17197880408,IL,Will County
BRIGHTOUTCOME INC.,42.153621,-87.981561,1400000US17031803010,17031803010,IL,Cook County
"IMPACTIV, INC.",33.878979,-84.395065,1400000US13121010211,13121010211,GA,Fulton County
"UCHICAGO ARGONNE, LLC",41.789554,-87.601172,1400000US17031836200,17031836200,IL,Cook County
"MIDWEST BIOPROCESSING CENTER, LLC",41.785466,-87.937147,1400000US17043845402,17043845402,IL,DuPage County
"ENGINEERING RESOURCES GROUP, INC.",26.016727,-80.427072,1400000US12011110301,12011110301,FL,Broward County
LIVOTION LLC,42.372429,-72.526278,1400000US25015820500,25015820500,MA,Hampshire County
"KDH RESEARCH AND COMMUNICATION, INC.",33.787517,-84.382632,1400000US13121000400,13121000400,GA,Fulton County
"BIOCIRCUIT TECHNOLOGIES, INC.",33.80456,-84.392889,1400000US13121009105,13121009105,GA,Fulton County
ACHEMINALL CORPORATION,41.679437,-88.187618,1400000US17197880318,17197880318,IL,Will County
"VIVACELLE BIO, INC.",32.365292,-93.684335,1400000US22017024002,22017024002,LA,Caddo Parish
THER-AI LLC,28.626546,-81.224995,1400000US12117021317,12117021317,FL,Seminole County
GALATEA BIO INC,25.84195,-80.301448,1400000US12086000711,12086000711,FL,Miami-Dade County
"CONVERGENT ENGINEERING, INC.",29.652691,-82.492243,1400000US12001002202,12001002202,FL,Alachua County
BOLD TYPE LLC,28.573461,-81.208719,1400000US12095016511,12095016511,FL,Orange County
"MOONLIGHT THERAPEUTICS, INC.",33.876672,-84.261125,1400000US13089021712,13089021712,GA,DeKalb County
"MEGADALTON SOLUTIONS, INC",39.130389,-86.483891,1400000US18105001002,18105001002,IN,Monroe County
SKYWAY BIOSCIENCES,42.037748,-87.684913,1400000US17031809800,17031809800,IL,Cook County
YOUNGHEARTVALVE LLC,33.795383,-84.398866,1400000US13121008905,13121008905,GA,Fulton County
MOREMME VA LLC,41.825935,-88.082965,1400000US17043842711,17043842711,IL,DuPage County
"CYANVAC, LLC",33.92852,-83.368275,1400000US13059150400,13059150400,GA,Clarke County
CAMBIUM ONCOLOGY LLC,33.784156,-84.358248,1400000US13121000202,13121000202,GA,Fulton County
"GLOBAL BIOMEDICAL TECHNOLOGIES, LLC",26.319521,-81.725092,1400000US12071050324,12071050324,FL,Lee County
"O2M TECHNOLOGIES, LLC",41.874027,-87.683141,1400000US17031838000,17031838000,IL,Cook County
CHEMBIND LLC,33.754579,-84.386642,1400000US13121011901,13121011901,GA,Fulton County
"TOP BIOSCIENCES, LLC",25.624878,-80.313173,1400000US12086008207,12086008207,FL,Miami-Dade County
"NERX BIOSCIENCES, INC.",39.780367,-86.164938,1400000US18097391002,18097391002,IN,Marion County
"DOLOR THERAPEUTICS, LLC",41.896501,-87.619671,1400000US17031081401,17031081401,IL,Cook County
"HASENTECH, INC.",41.885144,-87.625994,1400000US17031320102,17031320102,IL,Cook County
EARLY IS GOOD INC.,40.203929,-85.414475,1400000US18035000904,18035000904,IN,Delaware County
OUR RELATIONSHIP LLC,25.738762,-80.288587,1400000US12086006004,12086006004,FL,Miami-Dade County
"ENZYME BY DESIGN, INC.",41.874027,-87.683141,1400000US17031838000,17031838000,IL,Cook County
"EXPERIAD, LLC",21.259154,-157.793755,1400000US15003000600,15003000600,HI,Honolulu County
"MTI BIOTECH, INC.",41.998397,-93.634443,1400000US19169001302,19169001302,IA,Story County
FOUNDATION FOR APPLIED MOLECULAR EVOLUTN,29.781585,-82.47305,1400000US12001001817,12001001817,FL,Alachua County
"VON MEDICAL, INC",26.078346,-80.398448,1400000US12011070318,12011070318,FL,Broward County
SPELMAN COLLEGE,33.745247,-84.411462,1400000US13121004300,13121004300,GA,Fulton County
"PROTEINACEOUS, INC.",42.068323,-87.699354,1400000US17031808800,17031808800,IL,Cook County
"INTERNTL NARCOTICS RESEARCH CONF, INC.",27.140448,-80.26601,1400000US12085000604,12085000604,FL,Martin County
CARLE FOUNDATION,40.117295,-88.214586,1400000US17019005300,17019005300,IL,Champaign County
"HESPEROS, LLC",28.589664,-81.198099,1400000US12095016515,12095016515,FL,Orange County
MAX PLANCK FLORIDA CORPORATION,26.935471,-80.116253,1400000US12099000202,12099000202,FL,Palm Beach County
"EMMUNE, INC",26.885174,-80.11392,1400000US12099000221,12099000221,FL,Palm Beach County
"INSILICOM, LLC",30.5711,-84.24992,1400000US12073002422,12073002422,FL,Leon County
"PARAMETRIC STUDIO, INC.",42.029583,-93.640161,1400000US19169000800,19169000800,IA,Story County
ALZHEIMER'S ASSOCIATION,41.886016,-87.624433,1400000US17031320102,17031320102,IL,Cook County
"AMERICAN SOCIETY OF PREVENTIVE ONCOLOGY, INC.",39.908748,-86.116502,1400000US18097320202,18097320202,IN,Marion County
AMERICAN COLLEGE OF RHEUMATOLOGY,33.84816,-84.347074,1400000US13089021415,13089021415,GA,DeKalb County
HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,41.868083,-87.682159,1400000US17031838200,17031838200,IL,Cook County
"MIRAVISTA DIAGNOSTICS, LLC",39.695619,-86.279062,1400000US18097390802,18097390802,IN,Marion County
SOUTHERN ILLINOIS UNIV AT EDWARDSVILLE,38.811295,-89.956641,1400000US17119403001,17119403001,IL,Madison County
DECATUR MEMORIAL HOSPITAL,39.865817,-88.960798,1400000US17115002002,17115002002,IL,Macon County
IOWA ONCOLOGY RESEARCH ASSOCIATION,41.589963,-93.635067,1400000US19153005101,19153005101,IA,Polk County
LEWIS-CLARK STATE COLLEGE,46.412336,-117.024488,1400000US16069960400,16069960400,ID,Nez Perce County
FLORIDA ASSN OF PEDIATRIC TUMOR PROG,28.057265,-82.418477,1400000US12057010900,12057010900,FL,Hillsborough County
BUTLER UNIVERSITY,39.846452,-86.168899,1400000US18097321900,18097321900,IN,Marion County
"BD HOLDING, INC.",41.658053,-91.556331,1400000US19103000502,19103000502,IA,Johnson County
MARIAN UNIVERSITY,39.8109,-86.205081,1400000US18097340500,18097340500,IN,Marion County
"EXPLORE INTERACTIVE, INC.",40.465442,-86.928554,1400000US18157005101,18157005101,IN,Tippecanoe County
UNIVERSITY OF HAWAII AT HILO,19.699234,-155.080391,1400000US15001020500,15001020500,HI,Hawaii County
INDIANA STATE UNIVERSITY,39.468504,-87.407141,1400000US18167011102,18167011102,IN,Vigo County
MIDWESTERN UNIVERSITY,41.831288,-87.996229,1400000US17043844402,17043844402,IL,DuPage County
DE PAUL UNIVERSITY,41.878093,-87.627655,1400000US17031320400,17031320400,IL,Cook County
VALPARAISO UNIVERSITY,41.463513,-87.045368,1400000US18127050902,18127050902,IN,Porter County
DES MOINES UNIV OSTEOPATHIC MEDICAL CTR,41.5843,-93.660036,1400000US19153003200,19153003200,IA,Polk County
"JAEB CENTER FOR HEALTH RESEARCH, INC.",28.090767,-82.403932,1400000US12057011018,12057011018,FL,Hillsborough County
"AVENTUSOFT, LLC",26.383395,-80.098503,1400000US12099007100,12099007100,FL,Palm Beach County
"OAI, INC.",41.885615,-87.626357,1400000US17031320102,17031320102,IL,Cook County
"SUSTAINABLE WORKPLACE ALLIANCE, INC.",27.809013,-81.66552,1400000US12105015302,12105015302,FL,Polk County
ALBANY STATE UNIVERSITY,31.572068,-84.144327,1400000US13095010702,13095010702,GA,Dougherty County
IDAHO VETERANS RESEARCH / EDUCATION FDN,43.620818,-116.191085,1400000US16001000201,16001000201,ID,Ada County
JORVEC CORPORATION,25.723146,-80.289051,1400000US12086007601,12086007601,FL,Miami-Dade County
ALPHA YOUNG LLC,33.488915,-86.6485,1400000US01073012703,01073012703,AL,Jefferson County
"COAPT, LLC",41.89327,-87.634679,1400000US17031081800,17031081800,IL,Cook County
"HAWAII BIOTECH, INC.",21.384548,-157.93373,1400000US15003007702,15003007702,HI,Honolulu County
NORTH AMERICAN ASSN/CENTRAL CANCER REG,39.769797,-89.690386,1400000US17167002001,17167002001,IL,Sangamon County
KOVINA THERAPEUTICS INC.,39.755095,-86.13084,1400000US18097355900,18097355900,IN,Marion County
"CHICAGO BIOSOLUTIONS, INC.",41.874027,-87.683141,1400000US17031838000,17031838000,IL,Cook County
"APT THERAPEUTICS, INC.",38.680942,-90.394736,1400000US29189215600,29189215600,MO,St. Louis County
"ADENOPAINT, LLC",33.864907,-84.385243,1400000US13121009900,13121009900,GA,Fulton County
"ACOUSTIC RANGE ESTIMATES, LLC",43.075329,-87.873694,1400000US55079007400,55079007400,WI,Milwaukee County
POTENTIA ANALYTICS INC,37.727269,-89.209493,1400000US17077011200,17077011200,IL,Jackson County
"BELAY DIAGNOSTICS, LLC",41.790615,-87.592739,1400000US17031411200,17031411200,IL,Cook County
"SCHEDULE 1 THERAPEUTICS, INC.",41.88863,-87.635401,1400000US17031081800,17031081800,IL,Cook County
"5M BIOMED, LLC",34.034598,-84.190066,1400000US13121011629,13121011629,GA,Fulton County
OPREMS LLC,42.133142,-87.786596,1400000US17031801800,17031801800,IL,Cook County
"VIEWPOINT MOLECULAR TARGETING, INC.",41.649372,-91.597112,1400000US19103000402,19103000402,IA,Johnson County
"STINGINN, LLC",25.79466,-80.206795,1400000US12086003100,12086003100,FL,Miami-Dade County
"STETH X MICROSYSTEMS, INC.",33.86883,-84.369857,1400000US13121010004,13121010004,GA,Fulton County
ORIDIVUS LLC,33.778237,-84.284422,1400000US13089022602,13089022602,GA,DeKalb County
"IMMERSIVE TECH, INC.",27.981428,-82.565368,1400000US12057011708,12057011708,FL,Hillsborough County
COVIRA SURGICAL,42.300088,-87.859045,1400000US17097863004,17097863004,IL,Lake County
"GLUCOSENTIENT, INC.",40.091146,-88.239979,1400000US17019001400,17019001400,IL,Champaign County
IMMUNEBRO THERAPEUTICS INC.,41.86874,-87.660942,1400000US17031283200,17031283200,IL,Cook County
INTELLIGENT HEARING SYSTEMS,25.695106,-80.304401,1400000US12086007609,12086007609,FL,Miami-Dade County
"CHEMEDIMMUNE, INC.",33.545723,-82.052974,1400000US13073030108,13073030108,GA,Columbia County
"APLEXIS, INC.",42.071107,-87.743303,1400000US17031801000,17031801000,IL,Cook County
"TYMORA ANALYTICAL OPERATIONS, LLC",40.465442,-86.928554,1400000US18157005101,18157005101,IN,Tippecanoe County
"ONCOSPHERIX, INC.",33.969538,-84.279627,1400000US13121010108,13121010108,GA,Fulton County
"DOOR PHARMACEUTICALS, LLC",39.160863,-86.509618,1400000US18105000302,18105000302,IN,Monroe County
ENVIRONMENTAL MUTAGENESIS/GENOMICS SOC,38.948468,-77.332357,1400000US51059481900,51059481900,VA,Fairfax County
ANAGIN,39.780367,-86.164938,1400000US18097391002,18097391002,IN,Marion County
"INFOTECH SOFT, INC.",25.761913,-80.191304,1400000US12086006713,12086006713,FL,Miami-Dade County
"SANGUINA, LLC",33.786898,-84.406136,1400000US13121000602,13121000602,GA,Fulton County
"ANNOVIANT, INC",34.046715,-84.269891,1400000US13121011637,13121011637,GA,Fulton County
EASTERN ILLINOIS UNIVERSITY,39.48429,-88.174065,1400000US17029000800,17029000800,IL,Coles County
AMERICAN SOCIETY OF ANDROLOGY,42.044459,-88.053215,1400000US17031804603,17031804603,IL,Cook County
"COLLEGE OF IDAHO, INC.",43.65565,-116.677178,1400000US16027021500,16027021500,ID,Canyon County
