state,state_code,FIPS,county,pop_2024,terminated_econ_loss,IDC_econ_loss
Indiana,IN,18101,Martin County,9864,1982.272897,132454.8221
Indiana,IN,18103,Miami County,35613,13640.6963,282259.9565
Indiana,IN,18105,Monroe County,140702,299698.484,19089645.26
Indiana,IN,18107,Montgomery County,38633,24938.83448,527341.4056
Indiana,IN,18109,Morgan County,73825,184071.9893,2785635.114
Indiana,IN,18111,Newton County,14131,4065.867458,51824.84649
Indiana,IN,18113,Noble County,47811,11978.86009,226976.7498
Indiana,IN,18115,Ohio County,5996,4279.900579,103678.4592
Indiana,IN,18117,Orange County,19824,12112.35191,151707.8227
Indiana,IN,18119,Owen County,21851,29424.25495,1432958.307
Indiana,IN,18121,Parke County,16508,7194.80539,101984.984
Indiana,IN,18123,Perry County,19320,2704.022439,41222.85298
Indiana,IN,18125,Pike County,12116,5901.524464,53012.90708
Indiana,IN,18127,Porter County,175860,272451.4177,2957378.72
Indiana,IN,18129,Posey County,25067,3764.153915,53802.87388
Indiana,IN,18131,Pulaski County,12421,16762.06966,263396.7115
Indiana,IN,18133,Putnam County,37804,38253.77421,686843.4262
Indiana,IN,18135,Randolph County,24337,17819.67139,288100.6236
Indiana,IN,18137,Ripley County,29214,17166.43744,386102.2712
Indiana,IN,18139,Rush County,16759,6720.978707,155790.2625
Indiana,IN,18141,St. Joseph County,273744,436942.6186,11246331.62
Indiana,IN,18143,Scott County,24751,14028.36805,126107.35
Indiana,IN,18145,Shelby County,45654,68052.04695,1030980.228
Indiana,IN,18147,Spencer County,20192,9393.265571,128756.9026
Indiana,IN,18149,Starke County,23463,16741.07148,283265.5369
Indiana,IN,18151,Steuben County,34862,14124.62783,249669.1076
Indiana,IN,18153,Sullivan County,20768,4304.543923,63690.26546
Indiana,IN,18155,Switzerland County,9988,3565.787412,128580.6617
Indiana,IN,18157,Tippecanoe County,191650,1068193.58,17230147.29
Indiana,IN,18159,Tipton County,15324,12240.77105,187631.2251
Indiana,IN,18161,Union County,6884,3166.150103,179538.7695
Indiana,IN,18163,Vanderburgh County,180387,56990.05699,1000648.053
Indiana,IN,18165,Vermillion County,15516,6098.190084,98151.70854
Indiana,IN,18167,Vigo County,106166,32401.08943,836709.3444
Indiana,IN,18169,Wabash County,30777,14256.14449,267735.7532
Indiana,IN,18171,Warren County,8451,2861.314871,55704.44459
Indiana,IN,18173,Warrick County,66339,26335.83272,465859.0897
Indiana,IN,18175,Washington County,28345,32690.68873,366966.6159
Indiana,IN,18177,Wayne County,66410,52539.57805,858494.184
Indiana,IN,18179,Wells County,28798,15033.66438,229239.7645
Indiana,IN,18181,White County,24833,53620.96018,939207.6523
Indiana,IN,18183,Whitley County,34885,163401.0404,270398.405
Iowa,IA,19001,Adair County,7431,2495.174866,67589.8201
Iowa,IA,19003,Adams County,3606,156.5365469,13186.34141
Iowa,IA,19005,Allamakee County,14184,4645.643061,95201.58844
Iowa,IA,19007,Appanoose County,12106,2618.545797,60832.75326
Iowa,IA,19009,Audubon County,5562,389.0314937,28348.26097
Iowa,IA,19011,Benton County,25799,31633.29258,635274.5729
Iowa,IA,19013,Black Hawk County,132348,24319.84472,580667.0255
Iowa,IA,19015,Boone County,26729,5645.690919,658309.9577
Iowa,IA,19017,Bremer County,25328,6089.30595,158511.6344
Iowa,IA,19019,Buchanan County,20733,5640.38402,148693.5729
Iowa,IA,19021,Buena Vista County,20816,1257.877872,39051.90309
Iowa,IA,19023,Butler County,14156,5498.493926,146558.2997
Iowa,IA,19025,Calhoun County,9711,469.6096406,101015.589
Iowa,IA,19027,Carroll County,20407,1822.564047,39778.24129
Iowa,IA,19029,Cass County,13024,7362.796732,98734.31188
Iowa,IA,19031,Cedar County,18231,129316.4885,2336931.944
Iowa,IA,19033,Cerro Gordo County,42493,5931.645127,149764.3461
Iowa,IA,19035,Cherokee County,11658,437.1924905,11040.37576
Iowa,IA,19037,Chickasaw County,11719,3739.389998,92354.53346
Iowa,IA,19039,Clarke County,9524,2504.58475,47716.72573
Iowa,IA,19041,Clay County,16474,1847.034058,51341.39588
Iowa,IA,19043,Clayton County,16931,6157.570617,153077.4946
Iowa,IA,19045,Clinton County,46015,18724.23345,351940.1811
Iowa,IA,19047,Crawford County,16378,883.4096237,28908.42546
Iowa,IA,19049,Dallas County,115343,19547.11258,538042.9113
Iowa,IA,19051,Davis County,9193,2034.975109,37061.54081
Iowa,IA,19053,Decatur County,7656,1095.755828,31015.5699
Iowa,IA,19055,Delaware County,17609,6594.181997,103651.8866
Iowa,IA,19057,Des Moines County,38411,17802.59084,346133.8478
Iowa,IA,19059,Dickinson County,18158,1673.375277,50235.78002
Iowa,IA,19061,Dubuque County,99242,27709.79619,521146.0642
Iowa,IA,19063,Emmet County,9162,419.669732,14860.87056
Iowa,IA,19065,Fayette County,19152,6264.500887,170040.3806
Iowa,IA,19067,Floyd County,15008,3847.064705,92450.03455
Iowa,IA,19069,Franklin County,10024,2203.596868,51967.56405
Iowa,IA,19071,Fremont County,6494,857.7649066,24264.40927
Iowa,IA,19073,Greene County,8662,737.1969994,43683.65963
Iowa,IA,19075,Grundy County,12405,2737.711383,74899.33103
Iowa,IA,19077,Guthrie County,10774,590.7001236,11517.79992
Iowa,IA,19079,Hamilton County,14856,633.5105966,96958.15769
Iowa,IA,19081,Hancock County,10616,1628.739019,50052.68963
Iowa,IA,19083,Hardin County,16464,1866.070369,72200.25034
Iowa,IA,19085,Harrison County,14626,15466.98969,250109.4976
Iowa,IA,19087,Henry County,19361,29921.98566,519640.9018
Iowa,IA,19089,Howard County,9360,1742.052479,49215.13665
Iowa,IA,19091,Humboldt County,9617,469.6096406,8754.382104
Iowa,IA,19093,Ida County,6810,4445.916848,64947.47354
Iowa,IA,19095,Iowa County,16423,103514.7619,1877724.922
Iowa,IA,19097,Jackson County,19390,8000.433797,141102.9856
Iowa,IA,19099,Jasper County,38107,6206.20528,185639.8906
Iowa,IA,19101,Jefferson County,15781,2611.181388,50492.13948
Iowa,IA,19103,Johnson County,160080,3094484.964,56217305.91
Iowa,IA,19105,Jones County,21116,19645.99608,378252.2914
Iowa,IA,19107,Keokuk County,9855,2042.339518,47691.06322
Iowa,IA,19109,Kossuth County,14408,2530.32071,83614.85625
Iowa,IA,19111,Lee County,32376,13628.76938,242289.4582
Iowa,IA,19113,Linn County,231762,424297.3691,7703562.94
Iowa,IA,19115,Louisa County,10630,25521.08468,462009.7058
Iowa,IA,19117,Lucas County,8758,1408.828922,35855.59096
Iowa,IA,19119,Lyon County,12378,469.6096406,19666.11059
Iowa,IA,19121,Madison County,17161,3808.902006,147381.9055
Iowa,IA,19123,Mahaska County,22034,7533.200054,190609.531
Iowa,IA,19125,Marion County,34048,5313.657401,170865.6751
Iowa,IA,19127,Marshall County,40392,8296.176257,263833.2707
Iowa,IA,19129,Mills County,14717,18266.82561,280423.6626
Iowa,IA,19131,Mitchell County,10632,1905.305847,56494.73856
Iowa,IA,19133,Monona County,8429,532.7940641,8191.689
Iowa,IA,19135,Monroe County,7373,2465.653607,52279.80217
Iowa,IA,19137,Montgomery County,10063,4707.3898,81321.75079
Iowa,IA,19139,Muscatine County,42132,99238.81373,1766700.923
Iowa,IA,19141,O'Brien County,14260,1252.292375,31046.20283
Iowa,IA,19143,Osceola County,6036,313.0730937,10518.43246
Iowa,IA,19145,Page County,15038,5770.102062,89033.3948
Iowa,IA,19147,Palo Alto County,8809,270.4975943,12061.27283
Iowa,IA,19149,Plymouth County,25825,5225.436355,105350.4687
Iowa,IA,19151,Pocahontas County,7006,156.5365469,3380.783099
Iowa,IA,19153,Polk County,516185,101347.8102,2807322.974
Iowa,IA,19155,Pottawattamie County,93529,108278.0565,1810331.521
Iowa,IA,19157,Poweshiek County,18454,10583.38649,198917.9936
Iowa,IA,19159,Ringgold County,4608,1252.292375,25241.97328
Iowa,IA,19161,Sac County,9533,1188.106335,23457.93402
Iowa,IA,19163,Scott County,175601,88605.26546,1687861.912
Iowa,IA,19165,Shelby County,11821,8991.254004,134553.3947
Iowa,IA,19167,Sioux County,36554,1633.840781,56925.02637
Iowa,IA,19169,Story County,102498,22373.27657,4455593.909
Iowa,IA,19171,Tama County,16738,2974.478787,70905.81934
Iowa,IA,19173,Taylor County,5825,1408.828922,45555.03446
Iowa,IA,19175,Union County,11955,2298.108294,45624.41986
Iowa,IA,19177,Van Buren County,7217,1565.365469,28303.20606
Iowa,IA,19179,Wapello County,35681,9480.091019,191064.3221
Iowa,IA,19181,Warren County,56343,8679.71312,248712.472
Iowa,IA,19183,Washington County,22631,183542.3565,3336115.799
Iowa,IA,19185,Wayne County,6622,626.1461875,21435.10009
Iowa,IA,19187,Webster County,36909,1277.232748,74929.84355
Iowa,IA,19189,Winnebago County,10383,951.5215996,33876.38042
Iowa,IA,19191,Winneshiek County,19723,6266.634951,177443.004
Iowa,IA,19193,Woodbury County,107257,25220.63093,324797.9292
Iowa,IA,19195,Worth County,7307,1868.645985,38269.77728
Iowa,IA,19197,Wright County,12729,156.5365469,24115.24868
Kansas,KS,20001,Allen County,12425,0,3012.230115
Kansas,KS,20003,Anderson County,7908,0,391.6408548
Kansas,KS,20005,Atchison County,16249,1076.4083,29499.93903
Kansas,KS,20007,Barber County,4070,387.3302528,11205.58003
Kansas,KS,20009,Barton County,24835,1161.990758,38074.21844
Kansas,KS,20011,Bourbon County,14424,1403.680126,17272.51303
Kansas,KS,20013,Brown County,9142,4237.917396,53979.63204
Kansas,KS,20015,Butler County,69158,5190.044691,159258.1039
Kansas,KS,20017,Chase County,2507,898.3915809,14746.31304
Kansas,KS,20019,Chautauqua County,3339,0,53.38830364
Kansas,KS,20021,Cherokee County,19133,567.7935924,12619.66922
Kansas,KS,20023,Cheyenne County,2646,387.3302528,8632.450259
Kansas,KS,20025,Clark County,1873,254.7381125,3212.248837
Kansas,KS,20027,Clay County,7969,0,27285.45052
Kansas,KS,20029,Cloud County,8723,387.3302528,11880.49004
Kansas,KS,20031,Coffey County,8301,4152.973399,132583.8045
Kansas,KS,20033,Comanche County,1694,0,350.0326979
Kansas,KS,20035,Cowley County,34186,1112.684864,52717.21905
Kansas,KS,20037,Crawford County,38904,1520.933547,38314.81892
Kansas,KS,20039,Decatur County,2716,0,122.2181513
Kansas,KS,20041,Dickinson County,18621,41.68847471,31214.86904
Kansas,KS,20043,Doniphan County,7575,1481.672614,36700.82007
Kansas,KS,20045,Douglas County,121989,410529.3771,7250707.756
Kansas,KS,20047,Edwards County,2731,0,2706.55979
Kansas,KS,20049,Elk County,2436,0,251.6976459
Kansas,KS,20051,Ellis County,29007,2966.049882,73145.52595
Kansas,KS,20053,Ellsworth County,6316,0,32494.21431
Kansas,KS,20055,Finney County,38354,3485.972275,75404.44179
Kansas,KS,20057,Ford County,34072,1029.398618,41697.74659
Kansas,KS,20059,Franklin County,26273,13700.0909,452140.1285
Kansas,KS,20061,Geary County,35459,4614.319085,309197.9837
Kansas,KS,20063,Gove County,2658,501.7286188,4443.596192
Kansas,KS,20065,Graham County,2370,387.3302528,6036.7854
Kansas,KS,20067,Grant County,7097,387.3302528,16774.99162
Kansas,KS,20069,Gray County,5730,0,5663.520855
Kansas,KS,20071,Greeley County,1152,0,80.20541792
Kansas,KS,20073,Greenwood County,5871,2234.205224,78187.7575
Kansas,KS,20075,Hamilton County,2488,390.1792691,5893.332806
Kansas,KS,20077,Harper County,5413,387.3302528,13999.74482
Kansas,KS,20079,Harvey County,33642,3437.975369,146018.4884
Kansas,KS,20081,Haskell County,3591,0,2727.201771
Kansas,KS,20083,Hodgeman County,1673,0,2681.73302
Kansas,KS,20085,Jackson County,13525,4890.531902,200276.5639
Kansas,KS,20087,Jefferson County,18332,12711.35599,360358.0576
Kansas,KS,20089,Jewell County,2899,0,5370.372166
Kansas,KS,20091,Johnson County,632276,813181.084,28279150.88
Kansas,KS,20093,Kearny County,3808,0,5407.88747
Kansas,KS,20095,Kingman County,6946,774.6605055,14843.99433
Kansas,KS,20097,Kiowa County,2436,0,248.5796323
Kansas,KS,20099,Labette County,19692,387.3302528,10109.82688
Kansas,KS,20101,Lane County,1482,0,5838.093515
Kansas,KS,20103,Leavenworth County,84670,54753.47562,1862558.23
Kansas,KS,20105,Lincoln County,2928,387.3302528,14044.25159
Kansas,KS,20107,Linn County,9841,0,4002.411809
Kansas,KS,20109,Logan County,2694,531.0928232,5996.174035
Kansas,KS,20111,Lyon County,32520,6523.411604,152262.3457
Kansas,KS,20113,McPherson County,30334,1161.990758,57025.09186
Kansas,KS,20115,Marion County,11670,774.6605055,32692.16488
Kansas,KS,20117,Marshall County,9950,1161.990758,56525.13156
Kansas,KS,20119,Meade County,3892,0,2776.361525
Kansas,KS,20121,Miami County,35737,15970.00484,531095.6811
Kansas,KS,20123,Mitchell County,5803,0,757.7917828
Kansas,KS,20125,Montgomery County,30459,3384.085676,140452.9705
Kansas,KS,20127,Morris County,5279,45.72457147,33041.28345
Kansas,KS,20129,Morton County,2485,0,2672.135513
Kansas,KS,20131,Nemaha County,10062,774.6605055,29819.49116
Kansas,KS,20133,Neosho County,15552,511.0613281,13448.57471
Kansas,KS,20135,Ness County,2617,387.3302528,13791.15933
Kansas,KS,20137,Norton County,5335,0,440.9018077
Kansas,KS,20139,Osage County,15737,2757.036341,45496.72957
Kansas,KS,20141,Osborne County,3353,387.3302528,8649.021177
Kansas,KS,20143,Ottawa County,5853,2.849016302,8351.886698
Kansas,KS,20145,Pawnee County,6012,241.3768019,10202.51917
Kansas,KS,20147,Phillips County,4733,0,616.071075
Kansas,KS,20149,Pottawatomie County,26876,1161.990758,463052.968
Kansas,KS,20151,Pratt County,9137,1161.990758,28749.55395
Kansas,KS,20153,Rawlins County,2432,0,2926.733125
Kansas,KS,20155,Reno County,61417,2561.374353,145589.3904
Kansas,KS,20157,Republic County,4613,0,5575.845105
Kansas,KS,20159,Rice County,9284,387.3302528,11532.04761
Kansas,KS,20161,Riley County,72557,4016.977303,2790797.797
Kansas,KS,20163,Rooks County,4748,0,8351.217139
Kansas,KS,20165,Rush County,2810,387.3302528,6230.346539
Kansas,KS,20167,Russell County,6620,151.8587372,3180.930267
Kansas,KS,20169,Saline County,53459,4492.668277,198184.8349
Kansas,KS,20171,Scott County,4914,146.6115867,13831.57951
Kansas,KS,20173,Sedgwick County,536081,64694.16309,1576153.796
Kansas,KS,20175,Seward County,21276,1705.857558,40526.61911
Kansas,KS,20177,Shawnee County,177942,84925.11972,2591770.31
Kansas,KS,20179,Sheridan County,2397,387.3302528,11480.14276
Kansas,KS,20181,Sherman County,5796,1242.847048,60083.09178
Kansas,KS,20183,Smith County,3541,0,3675.410101
Kansas,KS,20185,Stafford County,3901,642.0683652,17239.44066
Kansas,KS,20187,Stanton County,2071,0,35.30395509
Kansas,KS,20189,Stevens County,5035,2168.68676,65506.79047
Kansas,KS,20191,Sumner County,22336,2305.787742,50789.28085
Kansas,KS,20193,Thomas County,7802,387.3302528,6624.849127
Kansas,KS,20195,Trego County,2774,387.3302528,5996.867002
Kansas,KS,20197,Wabaunsee County,7112,511.0613281,31132.26744
Kansas,KS,20199,Wallace County,1472,0,227.3858044
Kansas,KS,20201,Washington County,5572,387.3302528,19756.93728
Kansas,KS,20203,Wichita County,2072,0,35.30395509
Kansas,KS,20205,Wilson County,8398,0,8266.677456
Kansas,KS,20207,Woodson County,3111,1242.847048,59234.13019
Kansas,KS,20209,Wyandotte County,169418,126977.5481,5095932.054
Kentucky,KY,21001,Adair County,19239,15156.61986,106938.1418
Kentucky,KY,21003,Allen County,22037,19431.88672,62785.33968
Kentucky,KY,21005,Anderson County,24883,68011.75098,539017.7989
Kentucky,KY,21007,Ballard County,7626,1987.168546,15805.844
Kentucky,KY,21009,Barren County,45609,46015.84761,215974.6335
Kentucky,KY,21011,Bath County,12951,54212.47046,456368.7082
Kentucky,KY,21013,Bell County,23051,4974.337311,37868.28921
Kentucky,KY,21015,Boone County,144135,236214.0043,4378795.686
Kentucky,KY,21017,Bourbon County,20333,112981.9452,930343.8073
Kentucky,KY,21019,Boyd County,47777,18292.3967,178032.7429
Kentucky,KY,21021,Boyle County,31394,110269.9204,897595.7976
Kentucky,KY,21023,Bracken County,8497,12299.71746,108934.2262
Kentucky,KY,21025,Breathitt County,12804,3782.495255,33844.1302
Kentucky,KY,21027,Breckinridge County,21221,15377.48152,111853.0858
Kentucky,KY,21029,Bullitt County,85802,210905.714,1160618.801
Kentucky,KY,21031,Butler County,12551,16778.8131,95563.6814
Kentucky,KY,21033,Caldwell County,12611,3563.794746,23015.46165
Kentucky,KY,21035,Calloway County,38975,13344.53058,106001.5045
Kentucky,KY,21037,Campbell County,94008,249957.3474,5642776.656
Kentucky,KY,21039,Carlisle County,4777,724.2890518,5726.265557
Kentucky,KY,21041,Carroll County,11111,20621.77856,163557.3582
Kentucky,KY,21043,Carter County,26098,17889.51632,95828.99002
Kentucky,KY,21045,Casey County,15948,9819.754504,79208.06241
Kentucky,KY,21047,Christian County,71006,25500.78554,446556.8794
Kentucky,KY,21049,Clark County,37673,238011.5227,1990187.103
Kentucky,KY,21051,Clay County,19592,19308.80383,161817.6959
Kentucky,KY,21053,Clinton County,9183,991.8844999,4918.782372
Kentucky,KY,21055,Crittenden County,8982,6711.975629,49520.27722
Kentucky,KY,21057,Cumberland County,6047,1448.578104,7287.279793
Kentucky,KY,21059,Daviess County,104457,64670.8587,394385.6949
Kentucky,KY,21061,Edmonson County,12635,17900.75591,39023.23632
Kentucky,KY,21063,Elliott County,7263,724.2890518,5061.684745
Kentucky,KY,21065,Estill County,14002,74504.39797,614490.0278
Kentucky,KY,21067,Fayette County,329437,4310994.071,35877500.38
Kentucky,KY,21069,Fleming County,15591,36187.51452,319703.8352
Kentucky,KY,21071,Floyd County,34532,6703.851376,63490.9581
Kentucky,KY,21073,Franklin County,52442,145934.9284,1202118.488
Kentucky,KY,21075,Fulton County,6282,4995.802077,40389.72966
Kentucky,KY,21077,Gallatin County,8805,4505.390353,119500.7553
Kentucky,KY,21079,Garrard County,18040,85137.1995,710342.3721
Kentucky,KY,21081,Grant County,25722,32260.91377,427868.7024
Kentucky,KY,21083,Graves County,36821,22055.18915,173826.1801
Kentucky,KY,21085,Grayson County,27070,17930.73556,137794.7573
Kentucky,KY,21087,Green County,11552,3304.393897,30553.09597
Kentucky,KY,21089,Greenup County,35273,14872.44983,129526.6958
Kentucky,KY,21091,Hancock County,9013,945.7113745,9729.990262
Kentucky,KY,21093,Hardin County,112826,106085.4991,551952.8724
Kentucky,KY,21095,Harlan County,25052,17867.65818,73567.45364
Kentucky,KY,21097,Harrison County,19525,58659.57973,471147.193
Kentucky,KY,21099,Hart County,19923,16701.63123,107317.979
Kentucky,KY,21101,Henderson County,44175,25974.69117,177985.2866
Kentucky,KY,21103,Henry County,16198,21247.32934,153624.0945
Kentucky,KY,21105,Hickman County,4393,3074.776975,17279.11014
Kentucky,KY,21107,Hopkins County,45218,12256.73832,71121.35555
Kentucky,KY,21109,Jackson County,13358,20190.80926,166255.0778
Kentucky,KY,21111,Jefferson County,793881,5754014.814,30900847.15
Kentucky,KY,21113,Jessamine County,56495,546272.8748,4633903.519
Kentucky,KY,21115,Johnson County,22098,11177.09913,96326.70144
Kentucky,KY,21117,Kenton County,174862,370186.373,7311761.142
Kentucky,KY,21119,Knott County,13438,322.1976126,5339.405281
Kentucky,KY,21121,Knox County,29657,9189.064456,71947.75751
Kentucky,KY,21123,Larue County,15128,20615.64011,149642.5494
Kentucky,KY,21125,Laurel County,63353,43516.33104,351430.596
Kentucky,KY,21127,Lawrence County,15798,7564.990509,69281.45979
Kentucky,KY,21129,Lee County,7313,4506.784306,35411.48781
Kentucky,KY,21131,Leslie County,9729,428.8007085,6997.098776
Kentucky,KY,21133,Letcher County,20139,2172.867155,16173.02789
Kentucky,KY,21135,Lewis County,12875,9517.082977,85941.17162
Kentucky,KY,21137,Lincoln County,24910,37535.97595,307116.6773
Kentucky,KY,21139,Livingston County,8815,12580.7629,106524.1363
Kentucky,KY,21141,Logan County,28467,27508.50134,192442.5124
Kentucky,KY,21143,Lyon County,9078,1433.632015,34693.79604
Kentucky,KY,21145,McCracken County,67550,24563.14694,243748.1328
Kentucky,KY,21147,McCreary County,16824,3462.440029,20446.00658
Kentucky,KY,21149,McLean County,9126,2745.261876,17696.42327
Kentucky,KY,21151,Madison County,99582,466137.3949,3882453.195
Kentucky,KY,21153,Magoffin County,11118,51.76782736,2508.118607
Kentucky,KY,21155,Marion County,19851,15553.69459,118608.6344
Kentucky,KY,21157,Marshall County,31734,20269.7461,146792.5535
Kentucky,KY,21159,Martin County,10696,5955.36241,45917.66963
Kentucky,KY,21161,Mason County,16956,29298.21848,261174.998
Kentucky,KY,21163,Meade County,30442,33698.33844,199137.228
Kentucky,KY,21165,Menifee County,6341,20003.86979,172283.1531
Kentucky,KY,21167,Mercer County,23515,97131.1848,822170.6317
Kentucky,KY,21169,Metcalfe County,10558,6066.18387,41320.21015
Kentucky,KY,21171,Monroe County,11163,6066.18387,41486.81377
Kentucky,KY,21173,Montgomery County,28771,100834.0074,861256.5716
Kentucky,KY,21175,Morgan County,14300,13817.78895,123874.8699
Kentucky,KY,21177,Muhlenberg County,30512,5632.838263,49938.76144
Kentucky,KY,21179,Nelson County,48706,82922.01531,501107.0909
Kentucky,KY,21181,Nicholas County,7816,31515.33105,274189.8112
Kentucky,KY,21183,Ohio County,23933,14489.63289,113845.9197
Kentucky,KY,21185,Oldham County,70525,563598.6274,2522234.255
Kentucky,KY,21187,Owen County,11435,2338.918564,52149.04451
Kentucky,KY,21189,Owsley County,3928,0,423.7592988
Kentucky,KY,21191,Pendleton County,14844,10773.42617,249048.9588
Kentucky,KY,21193,Perry County,26739,2172.867155,16088.52541
Kentucky,KY,21195,Pike County,55430,20693.31625,322542.9533
Kentucky,KY,21197,Powell County,12928,39368.09809,329940.6027
Kentucky,KY,21199,Pulaski County,66842,32906.18428,238124.6937
Kentucky,KY,21201,Robertson County,2382,49.572672,3247.975232
Kentucky,KY,21203,Rockcastle County,16226,22744.5442,192533.0921
Kentucky,KY,21205,Rowan County,24675,45981.22435,407380.7825
Kentucky,KY,21207,Russell County,18458,11836.50353,102388.8179
Kentucky,KY,21209,Scott County,61700,393625.822,3245511.196
Kentucky,KY,21211,Shelby County,50124,115103.1095,636743.5299
Kentucky,KY,21213,Simpson County,20350,17558.30719,135738.8888
Kentucky,KY,21215,Spencer County,20823,46843.53717,294785.9343
Kentucky,KY,21217,Taylor County,26809,6688.14805,56590.88137
Kentucky,KY,21219,Todd County,12757,6821.548384,84490.84895
Kentucky,KY,21221,Trigg County,14559,2763.263082,45556.75149
Kentucky,KY,21223,Trimble County,8591,7721.108633,58652.64552
Kentucky,KY,21225,Union County,13178,8327.725089,78532.48375
Kentucky,KY,21227,Warren County,147936,576675.2608,1248927.756
Kentucky,KY,21229,Washington County,12269,9548.759509,73051.21471
Kentucky,KY,21231,Wayne County,19629,12609.81473,101472.8243
Kentucky,KY,21233,Webster County,12854,3517.62162,28021.90416
Kentucky,KY,21235,Whitley County,37233,14696.80042,116147.0094
Kentucky,KY,21237,Wolfe County,6364,724.2890518,4665.708269
Kentucky,KY,21239,Woodford County,27728,283136.9497,2342603.396
Louisiana,LA,22001,Acadia Parish,56604,26173.18817,231107.1022
Louisiana,LA,22003,Allen Parish,22501,3641.630576,44492.45546
Louisiana,LA,22005,Ascension Parish,133534,186825.8279,1654040.231
Louisiana,LA,22007,Assumption Parish,20050,10935.77695,114884.3666
Louisiana,LA,22009,Avoyelles Parish,38373,13938.65168,49574.39974
Louisiana,LA,22011,Beauregard Parish,36695,17337.28029,87462.08078
Louisiana,LA,22013,Bienville Parish,12412,8000.966811,83934.09702
Louisiana,LA,22015,Bossier Parish,131102,26150.67499,1878657.611
Louisiana,LA,22017,Caddo Parish,224893,40175.18345,4961430.088
Louisiana,LA,22019,Calcasieu Parish,206861,84792.75611,443404.0063
Louisiana,LA,22021,Caldwell Parish,9393,841.7057382,8850.396617
Louisiana,LA,22023,Cameron Parish,4678,2218.743719,24817.72713
Louisiana,LA,22025,Catahoula Parish,8280,833.902044,10268.94771
Louisiana,LA,22027,Claiborne Parish,13537,3247.599778,57290.01168
Louisiana,LA,22029,Concordia Parish,17797,8093.189594,19897.49923
Louisiana,LA,22031,De Soto Parish,27274,3063.020808,319046.8986
Louisiana,LA,22033,East Baton Rouge Parish,453022,1643622.396,12779597.75
Louisiana,LA,22035,East Carroll Parish,6892,772.5874496,11481.51326
Louisiana,LA,22037,East Feliciana Parish,19112,17132.25269,194144.2189
Louisiana,LA,22039,Evangeline Parish,31745,7455.138372,53036.04405
Louisiana,LA,22041,Franklin Parish,19107,11305.58648,41518.24197
Louisiana,LA,22043,Grant Parish,22109,2451.501487,32733.64876
Louisiana,LA,22045,Iberia Parish,67540,36961.48025,149386.9497
Louisiana,LA,22047,Iberville Parish,29766,44436.605,372007.5263
Louisiana,LA,22049,Jackson Parish,14797,9820.164913,52101.70756
Louisiana,LA,22051,Jefferson Parish,427253,3414746.962,14007336.13
Louisiana,LA,22053,Jefferson Davis Parish,31436,13128.42975,53515.67242
Louisiana,LA,22055,Lafayette Parish,254241,92963.15149,770360.0822
Louisiana,LA,22057,Lafourche Parish,95342,108349.2346,465945.6057
Louisiana,LA,22059,LaSalle Parish,14702,2059.638714,22522.74116
Louisiana,LA,22061,Lincoln Parish,48243,9027.752383,128039.9074
Louisiana,LA,22063,Livingston Parish,152886,151753.3059,1623367.909
Louisiana,LA,22065,Madison Parish,9093,886.0111848,18474.38723
Louisiana,LA,22067,Morehouse Parish,23787,3007.184986,46285.65281
Louisiana,LA,22069,Natchitoches Parish,35982,5941.310523,119934.647
Louisiana,LA,22071,Orleans Parish,362701,8559151.844,32380637.33
Louisiana,LA,22073,Ouachita Parish,157874,40084.75008,536438.6539
Louisiana,LA,22075,Plaquemines Parish,22289,62134.96198,263927.0449
Louisiana,LA,22077,Pointe Coupee Parish,19845,17270.28563,165727.3285
Louisiana,LA,22079,Rapides Parish,125899,60135.50405,216933.2963
Louisiana,LA,22081,Red River Parish,7238,638.8421554,29761.31262
Louisiana,LA,22083,Richland Parish,19643,2576.304863,38569.70219
Louisiana,LA,22085,Sabine Parish,21746,6068.467639,73306.21014
Louisiana,LA,22087,St. Bernard Parish,44783,264771.2547,1063705.176
Louisiana,LA,22089,St. Charles Parish,50400,217375.6186,908908.8729
Louisiana,LA,22091,St. Helena Parish,10857,2772.643465,23350.63278
Louisiana,LA,22093,St. James Parish,19110,17110.25915,98619.03177
Louisiana,LA,22095,St. John the Baptist Parish,39694,97395.53182,459545.8053
Louisiana,LA,22097,St. Landry Parish,80869,21567.24669,162206.3945
Louisiana,LA,22099,St. Martin Parish,51218,22026.39974,217555.3156
Louisiana,LA,22101,St. Mary Parish,46799,9265.787622,150680.2582
Louisiana,LA,22103,St. Tammany Parish,277615,1006900.229,4024967.143
Louisiana,LA,22105,Tangipahoa Parish,139823,205990.3409,858801.523
Louisiana,LA,22107,Tensas Parish,3844,259.5058278,1862.208893
Louisiana,LA,22109,Terrebonne Parish,103864,73874.17,328276.2796
Louisiana,LA,22111,Union Parish,20617,4505.359207,50380.13196
Louisiana,LA,22113,Vermilion Parish,57641,12042.80604,101114.0999
Louisiana,LA,22115,Vernon Parish,45819,16721.72748,116487.0237
Louisiana,LA,22117,Washington Parish,45090,161263.5471,637882.2679
Louisiana,LA,22119,Webster Parish,35184,3527.023301,193093.0806
Louisiana,LA,22121,West Baton Rouge Parish,28425,50607.46703,501116.6116
Louisiana,LA,22123,West Carroll Parish,9254,6778.756457,11026.84397
Louisiana,LA,22125,West Feliciana Parish,15155,14712.44604,91846.3362
Louisiana,LA,22127,Winn Parish,13405,905.5536136,12580.8726
