"FIPS","IDC_econ_loss","IDC_loss","IDC_job_loss","static_IDC_loss","terminated_econ_loss","static_term_loss","county","state","urban"
"05087",23379.4715235075,8671.59069122298,0.0811081437958128,0,3809.18327960727,0,"Madison County","Arkansas",TRUE
"05089",42018.333526528,15797.6516941307,0.149784797985708,0,6956.53561962662,0,"Marion County","Arkansas",FALSE
"05091",95085.6990020608,34844.8973693669,0.331201891663628,0,22821.7298778852,0,"Miller County","Arkansas",TRUE
"05093",152155.719690731,56116.8369899144,0.576819914624986,0,14398.3949104687,0,"Mississippi County","Arkansas",FALSE
"05095",39545.7605802145,14666.54607213,0.13639352593926,0,8083.83083151042,0,"Monroe County","Arkansas",FALSE
"05097",41936.6527717129,15149.6763984397,0.147254911983075,0,9629.7844448117,0,"Montgomery County","Arkansas",FALSE
"05099",13680.1262379226,5007.12521427006,0.0476315385504624,0,2857.82108744659,0,"Nevada County","Arkansas",FALSE
"05101",19434.5737214574,7256.64705317825,0.0678665957662765,0,3082.1925210131,0,"Newton County","Arkansas",FALSE
"05103",65049.2159914572,24146.6374082496,0.227351742101193,0,15958.028541658,0,"Ouachita County","Arkansas",FALSE
"05105",36358.9654707821,13491.6419246241,0.125467052104271,0,8589.07025847982,0,"Perry County","Arkansas",TRUE
"05107",38648.7272614069,14322.5022968579,0.138866070541272,0,5404.26371265155,0,"Phillips County","Arkansas",FALSE
"05109",25428.9031454253,9449.65749521953,0.0918146681542542,0,4751.53391117228,0,"Pike County","Arkansas",FALSE
"05111",153000.67945582,56534.3770045546,0.576582230881621,0,9624.72935722431,0,"Poinsett County","Arkansas",TRUE
"05113",23940.6076247291,8330.21759513037,0.0857301907382016,0,4559.2215539603,0,"Polk County","Arkansas",FALSE
"05115",248566.782532121,92033.8477642028,0.859487899335712,0,60211.4150140655,0,"Pope County","Arkansas",FALSE
"05117",61671.7959765323,22890.458526845,0.212880982109789,0,10104.788539388,0,"Prairie County","Arkansas",FALSE
"05121",64976.8149944085,24152.7318244672,0.236002045353327,0,10008.307249314,0,"Randolph County","Arkansas",FALSE
"05123",174363.013379574,64674.949780406,0.659046172216838,0,18693.3125938784,0,"St. Francis County","Arkansas",FALSE
"05125",4790813.96514342,1777773.9525236,16.5749449333039,0,1219289.77352714,0,"Saline County","Arkansas",TRUE
"05127",11403.1274354536,4228.28396876293,0.0393237564909908,0,1673.72675913798,0,"Scott County","Arkansas",FALSE
"05129",21528.2203463797,8006.32367621147,0.0744123959980662,0,4026.30841961517,0,"Searcy County","Arkansas",FALSE
"05131",256910.021186935,93723.1848576392,0.894839678872437,0,58872.9254931113,0,"Sebastian County","Arkansas",TRUE
"05133",12504.1057834138,4126.80855228233,0.0461589935352574,0,2074.99830318549,0,"Sevier County","Arkansas",FALSE
"05135",39338.8989478521,14556.2437825918,0.14039257280815,0,7987.98962505893,0,"Sharp County","Arkansas",FALSE
"05137",18309.6038644952,6790.74735229472,0.0631644250760799,0,3536.67598878581,0,"Stone County","Arkansas",FALSE
"05139",107242.739410833,39334.6935988738,0.371882773406591,0,28509.9603276012,0,"Union County","Arkansas",FALSE
"05141",39308.9768347593,14390.1920702319,0.141690035759384,0,7551.02481475157,0,"Van Buren County","Arkansas",FALSE
"05145",650674.064824248,241086.389613127,2.25406873562912,0,156112.522943799,0,"White County","Arkansas",FALSE
"05147",23489.3538374367,8724.05513637718,0.084059572996833,0,4337.52172136176,0,"Woodruff County","Arkansas",FALSE
"05149",85646.1272122243,31613.5891635305,0.297783812484216,0,21162.9763214813,0,"Yell County","Arkansas",FALSE
"06003",26603.8507945711,8579.0262470092,0.0773438681221042,0,472.697845267111,0,"Alpine County","California",FALSE
"06005",1679886.64938802,622927.700098201,5.66804574580899,0,49730.381259243,0,"Amador County","California",FALSE
"06007",1320794.39486178,489008.190169949,4.46001466417521,0,12718.6873768583,0,"Butte County","California",TRUE
"06009",828120.110716115,305976.493234678,2.78470931866316,0,10026.1589008432,0,"Calaveras County","California",FALSE
"06011",469200.676532894,174768.186327548,1.59364167950041,0,1203.05766157552,0,"Colusa County","California",FALSE
"06015",68202.2463074571,24782.9002398524,0.225166507114459,0,1588.05594709981,0,"Del Norte County","California",FALSE
"06021",72668.2054729656,26413.7050205875,0.240028156676134,0,209.039542361892,0,"Glenn County","California",FALSE
"06025",1046621.82224018,389195.335148764,3.55849766848186,0,34085.9392289415,0,"Imperial County","California",TRUE
"06027",310412.717208456,115837.9193304,1.05422868463981,0,1025.68182977811,0,"Inyo County","California",FALSE
"06031",692798.560745561,258492.813953179,2.35793528525211,0,14712.8918522972,0,"Kings County","California",TRUE
"06033",258010.42427919,95755.5725960845,0.877726538588192,0,4936.58930521502,0,"Lake County","California",FALSE
"06035",29195.4803535066,11772.3161672485,0.0990918988243093,0,978.793326695002,0,"Lassen County","California",FALSE
"06039",836006.597199305,311988.153946948,2.83976861893648,0,13379.219837094,0,"Madera County","California",TRUE
"06043",426896.611716337,159314.884845355,1.45002314856582,0,1381.35597249543,0,"Mariposa County","California",FALSE
"06045",567958.298752701,210901.11004251,1.92324822765268,0,4149.81303984174,0,"Mendocino County","California",FALSE
"06049",3321.04643527954,1238.09970306814,0.0112607217594585,0,86.5824393662534,0,"Modoc County","California",FALSE
"06051",145239.738552471,53474.4233815236,0.486752825245774,0,809.236881065123,0,"Mono County","California",FALSE
"06057",718650.918284499,251202.627173666,2.28705407453276,0,5133.33736034295,0,"Nevada County","California",FALSE
"06061",9549849.60818345,3547019.9360213,32.2899780693559,0,135095.591452175,0,"Placer County","California",TRUE
"06063",149508.930944604,48404.9932705563,0.43734211697775,0,965.735412711554,0,"Plumas County","California",FALSE
"06069",852476.465872626,318084.426536687,2.89994347013513,0,30502.9643030449,0,"San Benito County","California",TRUE
"06089",488331.93198429,182415.052236877,1.66062187080481,0,5072.46539767922,0,"Shasta County","California",TRUE
"06091",7306.21174959908,2521.05354126443,0.0261709179583524,0,440.902258413745,0,"Sierra County","California",FALSE
"06093",177255.415174641,65597.7180787836,0.596729431836009,0,3190.09924453028,0,"Siskiyou County","California",FALSE
"06099",6663433.11309243,2480771.80130947,22.5796441427269,0,226171.924424173,0,"Stanislaus County","California",TRUE
"06101",1710702.97291827,636829.037971476,5.80270166156311,0,28165.4369659531,0,"Sutter County","California",TRUE
"06103",805559.338448823,300387.427618933,2.73385097091994,0,23088.3571806783,0,"Tehama County","California",FALSE
"06105",7727.67588255238,2879.73348922917,0.026238495906588,0,317.774042375329,0,"Trinity County","California",FALSE
"06107",1638985.55638393,611470.604972845,5.56388596198828,0,45384.3248350212,0,"Tulare County","California",TRUE
"06109",2345600.61521985,873377.405316423,7.94780197009815,0,50624.1805359489,0,"Tuolumne County","California",FALSE
"06115",1919829.63403454,715318.611808927,6.51875213594922,0,28234.8783742889,0,"Yuba County","California",TRUE
"08003",31166.8869252184,11309.7051457404,0.111263386044277,0,110.003761683289,0,"Alamosa County","Colorado",FALSE
"08007",69204.714047354,24376.2051074513,0.244897757979099,0,274.553951565515,0,"Archuleta County","Colorado",FALSE
"08009",23264.3114558998,8250.87626455467,0.082672908388684,0,0,0,"Baca County","Colorado",FALSE
"08011",10186.4346581832,3486.79351170331,0.0355154309470567,0,164.550189882227,0,"Bent County","Colorado",FALSE
"08015",126636.716331117,45128.3348421707,0.450667378795241,0,3494.64483961729,0,"Chaffee County","Colorado",FALSE
"08017",330.306571662805,117.680283765597,0.00117665644905373,0,0,0,"Cheyenne County","Colorado",FALSE
"08019",187462.512978144,66886.2328045892,0.672487290191609,0,406.031006160923,0,"Clear Creek County","Colorado",TRUE
"08021",24545.586188256,8744.26050433837,0.0874453207005646,0,1582.31677728371,0,"Conejos County","Colorado",FALSE
"08023",19033.6056573246,6780.79678602864,0.0678079678602864,0,1582.31677728371,0,"Costilla County","Colorado",FALSE
"08025",37465.8116385703,13361.2269344381,0.133405111945186,0,2.84901630200152,0,"Crowley County","Colorado",FALSE
"08027",17067.6475787395,6080.37036901182,0.060829779116801,0,0,0,"Custer County","Colorado",FALSE
"08029",74415.0480432194,26947.3224182977,0.266879737496669,0,1020.21049494104,0,"Delta County","Colorado",FALSE
"08033",7872.29040559315,2804.60889692259,0.0280445885502873,0,0,0,"Dolores County","Colorado",FALSE
"08039",885036.155395577,315126.647372048,3.15151647862135,0,4141.69018695519,0,"Elbert County","Colorado",TRUE
"08043",402445.037932871,143296.666935414,1.43484479214509,0,16295.0793784676,0,"Fremont County","Colorado",FALSE
"08045",191069.989765889,64385.1639576753,0.612918435422214,0,3237.80348652549,0,"Garfield County","Colorado",FALSE
"08047",225402.986209878,80213.5396691465,0.802394123879328,0,0,0,"Gilpin County","Colorado",TRUE
"08051",65557.9961304107,23331.3874405075,0.233191544508332,0,3934.65988635044,0,"Gunnison County","Colorado",FALSE
"08053",171.323035586688,63.9192482688115,0.000621745681786053,0,0,0,"Hinsdale County","Colorado",FALSE
"08055",6615.32426811285,2507.5647655836,0.0234250974794366,0,220.007523366578,0,"Huerfano County","Colorado",FALSE
"08057",31938.7100106351,11289.4240680194,0.112834616244159,0,0,0,"Jackson County","Colorado",FALSE
"08061",8729.93953008914,3112.95999565033,0.0311121531556012,0,0,0,"Kiowa County","Colorado",FALSE
"08063",11682.3839709062,4161.89518209279,0.0416189518209279,0,0,0,"Kit Carson County","Colorado",FALSE
"08065",34714.2504349695,12373.428047915,0.12366737872698,0,3604.64860130058,0,"Lake County","Colorado",FALSE
"08071",47388.2226612296,16888.7834248205,0.172156970738258,0,6955.30563866234,0,"Las Animas County","Colorado",FALSE
"08073",31873.973976717,11424.3941212115,0.118035722811319,0,186.023482794345,0,"Lincoln County","Colorado",FALSE
"08075",768046.217046362,273339.436039986,2.73454373097263,0,494.561474932093,0,"Logan County","Colorado",FALSE
"08077",253823.423335409,89010.2182547254,0.889941723425548,0,3890.30758596775,0,"Mesa County","Colorado",TRUE
"08079",10716.0662199311,3782.51913104216,0.0379808470289597,0,0,0,"Mineral County","Colorado",FALSE
"08081",90386.6893556786,28839.6472254832,0.273149454143815,0,1802.32430065029,0,"Moffat County","Colorado",FALSE
"08083",16871.0047261863,6104.20942772327,0.0617735009810338,0,558.565857322448,0,"Montezuma County","Colorado",FALSE
"08085",115685.759978708,41408.5244344803,0.416065640291433,0,1236.33107076992,0,"Montrose County","Colorado",FALSE
"08087",291586.077809926,103752.29548293,1.03678235356936,0,6136.11213118158,0,"Morgan County","Colorado",FALSE
"08089",13160.6466576345,4669.10531209319,0.0475972137692987,0,13139.989738568,0,"Otero County","Colorado",FALSE
"08091",3909.57162008693,1354.79394775065,0.0137210419969467,0,0,0,"Ouray County","Colorado",FALSE
"08093",57765.8779089735,20428.1308755644,0.206594910202478,0,2768.9109608431,0,"Park County","Colorado",TRUE
"08095",44314.1348975411,15786.8836397392,0.157871552054573,0,0,0,"Phillips County","Colorado",FALSE
"08097",139521.005323966,49589.1408223225,0.501608064588901,0,1256.26690515575,0,"Pitkin County","Colorado",FALSE
"08099",85416.8811683306,30285.6488484829,0.303410104943092,0,714.568998298671,0,"Prowers County","Colorado",FALSE
"08101",616055.478048955,220366.448024042,2.20433459747975,0,55890.9522953494,0,"Pueblo County","Colorado",TRUE
"08103",16942.8422016924,5198.91847946807,0.0519750996280629,0,296.027244477634,0,"Rio Blanco County","Colorado",FALSE
"08105",36732.9989069938,12914.7698656142,0.12991491820176,0,3274.63731625071,0,"Rio Grande County","Colorado",FALSE
"08107",264019.144759867,90239.5315899636,0.87754647779163,0,832.0568591674,0,"Routt County","Colorado",FALSE
"08109",11339.9873310449,4039.91503408941,0.0403991503408941,0,1802.32430065029,0,"Saguache County","Colorado",FALSE
"08111",7012.22901859249,2498.13413434206,0.0249813413434207,0,0,0,"San Juan County","Colorado",FALSE
"08113",14859.2066233429,5019.87309212067,0.05172290109873,0,164.550189882227,0,"San Miguel County","Colorado",FALSE
"08115",2938.34043147714,1079.45069045224,0.0104744704355766,0,2.84901630200152,0,"Sedgwick County","Colorado",FALSE
"08117",286136.094240989,101787.459996371,1.0201610595023,0,4312.40102771497,0,"Summit County","Colorado",FALSE
"08119",221307.279506451,78590.4573509624,0.794078838449668,0,63894.3811690014,0,"Teller County","Colorado",TRUE
"08121",71774.8906789735,25663.6898956752,0.256133070636192,0,0,0,"Washington County","Colorado",FALSE
"08125",3978.4741149369,1394.03293702246,0.0140733192959106,0,0,0,"Yuma County","Colorado",FALSE
"09160",6544446.99263206,2879036.13432101,22.1879701701524,0,733634.752767745,0,"Northwest Hills Planning Region","Connecticut",FALSE
"09180",11092875.9956652,4900296.89947672,38.0231291878842,0,5572284.00146214,0,"Southeastern Connecticut Planning Region","Connecticut",TRUE
"12003",365118.734673839,114000.590364869,1.29645134534743,0,43085.1331711474,0,"Baker County","Florida",TRUE
"12005",459733.615681734,149113.143781008,1.64801525820649,0,82053.2296765348,0,"Bay County","Florida",TRUE
"12007",3642909.71393413,1125129.52699623,12.9350971672931,0,413536.068164683,0,"Bradford County","Florida",FALSE
"12013",159720.373430323,50546.9612125112,0.576838447253082,0,19995.6400451735,0,"Calhoun County","Florida",FALSE
"12015",368707.665090026,122363.715363541,1.31613650715339,0,40612.665135038,0,"Charlotte County","Florida",TRUE
"12017",620038.958578232,192770.687546146,2.20109364992303,0,70798.4716142611,0,"Citrus County","Florida",TRUE
"12019",4990514.68238825,1551303.85335082,17.7878994445414,0,637290.161311102,0,"Clay County","Florida",TRUE
"12021",866892.539753345,304267.955215675,3.01078144239464,0,3176434.13425072,0,"Collier County","Florida",TRUE
"12023",4784118.21749352,1478671.95315634,16.9902590242257,0,540892.845859606,0,"Columbia County","Florida",FALSE
"12027",65550.0972009434,20793.695910691,0.237449029734743,0,6207.68182346604,0,"DeSoto County","Florida",FALSE
"12029",1116450.28958753,345590.249102912,3.96870527465749,0,127328.928491759,0,"Dixie County","Florida",FALSE
"12035",1648886.90528835,509818.736661101,5.85745197072191,0,190547.235436109,0,"Flagler County","Florida",TRUE
"12037",109294.646687912,33745.9549458195,0.388071231648802,0,15724.8687119341,0,"Franklin County","Florida",FALSE
"12039",1690126.61630852,522901.447935422,6.01536425635769,0,278661.416969984,0,"Gadsden County","Florida",TRUE
"12041",2508005.24400426,775381.567682943,8.9110537204235,0,281501.93157199,0,"Gilchrist County","Florida",TRUE
"12043",44684.9047218015,14134.145024847,0.1635212847985,0,4227.63224525004,0,"Glades County","Florida",FALSE
"12045",125018.705000658,39541.5676492581,0.444831561234384,0,15700.6902521122,0,"Gulf County","Florida",FALSE
"12047",149240.531576379,46099.5128870699,0.529966732407109,0,17386.6569212759,0,"Hamilton County","Florida",FALSE
"12049",47562.534102018,14893.1382225889,0.169019892378473,0,4850.79977235138,0,"Hardee County","Florida",FALSE
"12051",55337.3768852686,17477.5389314801,0.201394386771254,0,5029.90977468135,0,"Hendry County","Florida",FALSE
"12053",1166985.69637801,362612.126634327,4.14052588422191,0,120413.402918838,0,"Hernando County","Florida",TRUE
"12055",185259.990064697,59919.082463821,0.679274579525506,0,18833.190636802,0,"Highlands County","Florida",TRUE
"12059",59790.2665959165,19939.5958720965,0.222336755823516,0,7365.64863694812,0,"Holmes County","Florida",FALSE
"12061",434331.867511203,135180.348517852,1.54941900078306,0,33692.46174459,0,"Indian River County","Florida",TRUE
"12063",166302.96449663,52937.7540104586,0.595057574780351,0,29488.2255661525,0,"Jackson County","Florida",FALSE
"12065",356554.471647969,111153.081675404,1.27160565425277,0,61277.5660735683,0,"Jefferson County","Florida",TRUE
"12067",172186.282774384,53181.6325924974,0.611392960931422,0,19754.5039759674,0,"Lafayette County","Florida",FALSE
"12069",978414.341024948,308386.134970572,3.4814039540571,0,108281.86352901,0,"Lake County","Florida",TRUE
"12075",5354738.04736367,1654151.09040984,19.0183399507156,0,605644.696253741,0,"Levy County","Florida",TRUE
"12077",72831.2149989654,22500.1233343906,0.25862095212081,0,11528.897206194,0,"Liberty County","Florida",FALSE
"12079",170189.162815086,53447.2304593809,0.604515097833134,0,22830.0269602765,0,"Madison County","Florida",FALSE
"12083",8257950.26315603,2551063.54495315,29.3051653987866,0,941895.108768508,0,"Marion County","Florida",TRUE
"12087",389302.652235888,121345.823163786,1.38272344259744,0,34277.4828081775,0,"Monroe County","Florida",FALSE
"12089",796691.467685538,262507.748543034,2.83199375888827,0,93132.6221994706,0,"Nassau County","Florida",TRUE
"12091",542126.659716012,174855.627788476,1.95882376454679,0,88642.4015309001,0,"Okaloosa County","Florida",TRUE
"12093",100884.372649512,31791.4461365306,0.35725325078926,0,4722.3685000878,0,"Okeechobee County","Florida",FALSE
"12097",1035371.0085677,328551.57847505,3.72486428930753,0,124516.086456438,0,"Osceola County","Florida",TRUE
"12101",12769854.7588002,3944505.52486499,45.3459752076525,0,1311281.88070085,0,"Pasco County","Florida",TRUE
"12103",9092243.60017426,2834898.54810089,32.4197983830924,0,1149891.60937279,0,"Pinellas County","Florida",TRUE
"12107",1444567.03452775,446876.776521534,5.1290915190779,0,169109.756350817,0,"Putnam County","Florida",FALSE
"12109",4413130.32923453,1370613.95510849,15.7222208913964,0,679010.615483527,0,"St. Johns County","Florida",TRUE
"12111",1162726.72228162,360831.529266684,4.13467444812767,0,80322.7305578685,0,"St. Lucie County","Florida",TRUE
"12113",345527.322292277,112040.777460934,1.26302669082507,0,31822.9610586634,0,"Santa Rosa County","Florida",TRUE
"12115",1887653.62144849,591101.460211952,6.74482139220504,0,170715.706186913,0,"Sarasota County","Florida",TRUE
"12119",420623.154969711,130205.549746632,1.49188673979111,0,48627.3917345183,0,"Sumter County","Florida",TRUE
"12121",1265705.39733431,391411.546601055,4.49905740784968,0,143134.745779178,0,"Suwannee County","Florida",FALSE
"12123",73112.1389778424,22701.9280273304,0.261262174412926,0,11167.2003087648,0,"Taylor County","Florida",FALSE
"12125",2026738.32848653,626526.541804566,7.20147332478315,0,228724.772834079,0,"Union County","Florida",FALSE
"12127",1591387.18663441,495918.009625207,5.64767741656746,0,221280.881163484,0,"Volusia County","Florida",TRUE
"12129",1159955.48757689,358801.663919998,4.12100458194011,0,206820.649229793,0,"Wakulla County","Florida",TRUE
"12131",167683.998997764,52962.3980588047,0.603596310316382,0,27535.0935812817,0,"Walton County","Florida",TRUE
"12133",68883.7949110303,21729.823279462,0.246378835184364,0,10956.5351778435,0,"Washington County","Florida",TRUE
"13001",40177.8988009164,14206.672299429,0.163199019194072,0,8046.09035382008,0,"Appling County","Georgia",FALSE
"13003",11985.5414684753,4131.00429300534,0.0485710075996231,0,1347.67362322976,0,"Atkinson County","Georgia",FALSE
"13005",9055.56474401091,3069.04005670887,0.0357193964869938,0,1334.7410761824,0,"Bacon County","Georgia",FALSE
"13007",15215.5409543135,4956.57184737193,0.0577514921559805,0,2217.92454423454,0,"Baker County","Georgia",FALSE
"13009",277166.859343977,96543.1352096974,1.12049884837292,0,44787.1729903709,0,"Baldwin County","Georgia",FALSE
"13011",76583.2740945962,26407.102247642,0.310938931217124,0,7307.81081813561,0,"Banks County","Georgia",FALSE
"13013",1915607.61476079,660517.223008303,7.78058598769149,0,355316.469696493,0,"Barrow County","Georgia",TRUE
"13015",1188790.67847007,409987.927634593,4.8157710295413,0,179885.399253071,0,"Bartow County","Georgia",TRUE
"13017",20289.7925796166,6987.02719792452,0.0824321864575763,0,4209.90000543795,0,"Ben Hill County","Georgia",FALSE
"13019",134891.111456834,46187.3827280514,0.544148903258497,0,31904.948591482,0,"Berrien County","Georgia",FALSE
"13023",39170.3275460178,13462.1027970088,0.158307597359467,0,4712.40490227581,0,"Bleckley County","Georgia",FALSE
"13025",39421.1433416108,12799.9423601175,0.147203039619344,0,4664.70001496561,0,"Brantley County","Georgia",TRUE
"13027",56029.9889553615,19231.5138002566,0.2254128102751,0,16016.2411301317,0,"Brooks County","Georgia",TRUE
"13029",99446.4574723213,36360.6563674219,0.400093141471582,0,20220.787181253,0,"Bryan County","Georgia",TRUE
"13033",1054012.90690166,362961.33808373,4.28177039532231,0,241928.974046082,0,"Burke County","Georgia",TRUE
"13035",113340.899292463,40127.7550164876,0.458006111426605,0,38600.7347482283,0,"Butts County","Georgia",TRUE
"13037",21295.4262042447,7198.99850396699,0.084472396068333,0,3027.01405466006,0,"Calhoun County","Georgia",FALSE
"13039",284474.510213392,98976.4240524604,1.1452933098666,0,58021.4315873011,0,"Camden County","Georgia",FALSE
"13043",26773.3424162302,9219.70548112131,0.108786956436516,0,3823.79899075278,0,"Candler County","Georgia",FALSE
"13045",1544505.14208475,533342.363801958,6.27062274101087,0,295880.569368886,0,"Carroll County","Georgia",TRUE
"13047",118535.701709741,43226.4454857339,0.468134927665765,0,19729.141609614,0,"Catoosa County","Georgia",TRUE
"13049",22571.6600648441,7771.47408145064,0.0916873645699842,0,1404.69297785602,0,"Charlton County","Georgia",FALSE
"13051",1307413.97831256,451719.757236261,5.24485409085594,0,247323.903124416,0,"Chatham County","Georgia",TRUE
"13053",30673.9100164664,11112.003210081,0.124654054679378,0,8787.01505879411,0,"Chattahoochee County","Georgia",TRUE
"13055",186811.255492847,65265.5445991258,0.75410691575598,0,40336.9932834013,0,"Chattooga County","Georgia",FALSE
"13057",3639153.47776001,1255340.21212656,14.7603978217642,0,582563.227337538,0,"Cherokee County","Georgia",TRUE
"13061",14218.4025673413,4757.33763296343,0.0557390325023077,0,1626.65955354631,0,"Clay County","Georgia",FALSE
"13063",9396965.92701031,3240305.93365053,38.1557233913568,0,2241066.7771995,0,"Clayton County","Georgia",TRUE
"13065",8009.51887635208,2758.02794869071,0.0325447297131282,0,860.175408710891,0,"Clinch County","Georgia",FALSE
"13069",39086.4662291231,13478.558826715,0.158680990421285,0,4608.59022222189,0,"Coffee County","Georgia",FALSE
"13071",195416.871793036,66126.2443330676,0.777174037836062,0,40848.6830735066,0,"Colquitt County","Georgia",FALSE
"13075",65561.2546607409,21207.4945622706,0.24664839756331,0,8548.13288246516,0,"Cook County","Georgia",FALSE
"13077",2386308.28995632,823963.025984384,9.68285196972344,0,333780.695848079,0,"Coweta County","Georgia",TRUE
"13079",67916.0367598127,23267.356783709,0.273858415511635,0,12221.3789286942,0,"Crawford County","Georgia",TRUE
"13081",56408.0249018327,19867.4569772721,0.22667267204607,0,7534.66756666282,0,"Crisp County","Georgia",FALSE
"13083",130818.852649944,45296.2685814531,0.529719451342152,0,27013.9191887057,0,"Dade County","Georgia",TRUE
"13085",449368.571981816,155047.150283251,1.82471987652668,0,40661.4249941188,0,"Dawson County","Georgia",TRUE
"13087",161995.867823655,52904.149439996,0.607954258809452,0,31055.4499102753,0,"Decatur County","Georgia",FALSE
"13091",57836.2540145453,19917.16307725,0.234864155745101,0,7427.24701409634,0,"Dodge County","Georgia",FALSE
"13093",14085.998990543,4851.846253567,0.0572144050506772,0,2704.18374855621,0,"Dooly County","Georgia",FALSE
"13097",2921216.74650589,1007912.25195702,11.8554422256974,0,813932.540022328,0,"Douglas County","Georgia",TRUE
"13099",32774.2161335837,10843.5926646782,0.126803989339215,0,6373.46951768887,0,"Early County","Georgia",FALSE
"13101",86140.6414892178,29663.2859611399,0.350011675196253,0,21334.3340718017,0,"Echols County","Georgia",TRUE
"13103",211031.557812474,72242.765731329,0.841095676260545,0,29470.9194777062,0,"Effingham County","Georgia",TRUE
"13105",198914.121311071,68859.3868652453,0.802426753869927,0,41202.4060202462,0,"Elbert County","Georgia",FALSE
"13107",133485.675140995,46238.8018269031,0.540933991063334,0,25328.7065446136,0,"Emanuel County","Georgia",FALSE
"13109",16507.3596659645,5690.68733621907,0.0670444081602611,0,2638.41718487527,0,"Evans County","Georgia",FALSE
"13111",89094.0567305167,31749.8382057549,0.358729443845756,0,121522.911558126,0,"Fannin County","Georgia",FALSE
"13113",3254419.96947864,1120795.10188571,13.209433503805,0,742562.319188366,0,"Fayette County","Georgia",TRUE
"13115",944980.700532294,363869.958053177,3.69076916185513,0,151219.728781457,0,"Floyd County","Georgia",TRUE
"13117",3591291.74914441,1238799.51831222,14.5788898755876,0,378026.626461903,0,"Forsyth County","Georgia",TRUE
"13119",288739.045663538,99430.0226370741,1.17293321614689,0,37395.6450333712,0,"Franklin County","Georgia",FALSE
"13123",128950.187654923,44451.7340372366,0.52294761888232,0,22538.1561688026,0,"Gilmer County","Georgia",FALSE
"13125",65686.230458471,22618.6631470878,0.266896262185721,0,13837.8322258121,0,"Glascock County","Georgia",FALSE
"13127",458284.412604593,157139.580239898,1.8102715584412,0,68489.9644272702,0,"Glynn County","Georgia",TRUE
"13129",209585.47063421,73700.2111644767,0.842002558664545,0,26618.5686428521,0,"Gordon County","Georgia",FALSE
"13131",168015.661040777,53061.3228095242,0.613622124969593,0,33685.2742052431,0,"Grady County","Georgia",FALSE
"13133",184221.345146721,63342.1255413748,0.746966820470271,0,41060.5344244127,0,"Greene County","Georgia",FALSE
"13135",37295283.710699,12872828.3877134,151.363964148469,0,4199986.15848793,0,"Gwinnett County","Georgia",TRUE
"13137",184460.910614033,63504.6259269714,0.748949421188846,0,41071.9998792432,0,"Habersham County","Georgia",FALSE
"13139",1312911.19948748,452574.40854201,5.31750847399979,0,197650.457939215,0,"Hall County","Georgia",TRUE
"13141",50314.0853531964,17311.1358582667,0.20349044802681,0,9649.5808818163,0,"Hancock County","Georgia",FALSE
"13143",105527.363700553,36772.6979447232,0.425835418721177,0,32958.9932880342,0,"Haralson County","Georgia",TRUE
"13145",107278.608861841,37844.143590123,0.435123956676492,0,15135.7674480466,0,"Harris County","Georgia",TRUE
"13147",327934.088186953,113107.039471269,1.33087991706432,0,59872.3901035524,0,"Hart County","Georgia",FALSE
"13149",114128.532031627,39724.4701541424,0.462499667329245,0,34301.6882737738,0,"Heard County","Georgia",TRUE
"13151",7647044.9894709,2634183.97676011,31.0627320771396,0,1150719.40431572,0,"Henry County","Georgia",TRUE
"13153",486530.26540397,167553.018195213,1.9723181057792,0,83351.541833212,0,"Houston County","Georgia",TRUE
"13155",8846.74696252077,3014.03269008595,0.0354815458680852,0,1303.82924744246,0,"Irwin County","Georgia",FALSE
"13157",1733710.95861931,599694.129245996,7.02682266010385,0,454612.747722243,0,"Jackson County","Georgia",FALSE
"13159",71054.5281015635,24490.0488289465,0.28805785927527,0,7597.30249251018,0,"Jasper County","Georgia",TRUE
"13161",26603.2272735664,9164.87054268056,0.107242303419555,0,5473.17538702881,0,"Jeff Davis County","Georgia",FALSE
"13163",469383.902523662,161534.562267475,1.90579489551664,0,108751.537432824,0,"Jefferson County","Georgia",FALSE
"13165",183615.360529061,63335.3569961585,0.745750959307226,0,41088.4764536133,0,"Jenkins County","Georgia",FALSE
"13167",27627.7650031365,9513.13091011865,0.112254117334698,0,2773.49755897426,0,"Johnson County","Georgia",FALSE
"13169",191857.532659704,66033.4653153941,0.77905818040484,0,21527.7131308792,0,"Jones County","Georgia",TRUE
"13171",115273.844216384,40078.4546445037,0.466994535438213,0,20830.3446029243,0,"Lamar County","Georgia",FALSE
"13173",114793.420090779,39499.5830340461,0.465870048991863,0,26248.6010661529,0,"Lanier County","Georgia",TRUE
"13175",244117.184475025,85710.2647413639,0.990476525088007,0,26651.6355845507,0,"Laurens County","Georgia",FALSE
"13177",52502.3343365501,18165.0620610578,0.209569000806402,0,14423.8006161269,0,"Lee County","Georgia",TRUE
"13179",270529.313789711,94441.9406396377,1.07772782358406,0,49041.9177471099,0,"Liberty County","Georgia",TRUE
"13181",237939.819330013,82946.2551009338,0.965786336311303,0,49836.3525340178,0,"Lincoln County","Georgia",TRUE
"13183",55111.4975805501,18979.6642241216,0.223860335804423,0,9438.14433200275,0,"Long County","Georgia",TRUE
"13185",341267.62102996,116778.125775986,1.36098880871932,0,61963.7923077924,0,"Lowndes County","Georgia",TRUE
"13187",61876.411859272,21378.0702241892,0.250843030434204,0,6230.29542902713,0,"Lumpkin County","Georgia",TRUE
